# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Sun Jan 07 12:41:12 MST 2024 [seed=1704656285705]
# -window -working -options
state	joint	prior	likelihood	treeModel.rootHeight	treeLength	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
52000	-7710.762108911903	-18.181102932088237	-7692.581005979815	0.23542782411484853	2.438195949930531	0.7817225405591867	1.928101072691166	0.25142421868482506	0.25300864908219595	0.11852687111064368	0.37704026112233524	1.0	1.0	-7692.581005979815	0.0	-18.382750417258055
53000	-7709.91486912793	-19.015031651590935	-7690.899837476339	0.25115533119583167	2.537395844252399	0.9558268445071306	1.969278909337844	0.26536669427397586	0.25385173078961953	0.11212884650472811	0.3686527284316765	1.0	1.0	-7690.899837476339	0.0	-18.998972654433338
54000	-7707.461733978551	-20.12639491968205	-7687.335339058869	0.266837473534292	2.5833438826759445	0.5675784284469304	2.0044103939763103	0.2549397654243573	0.25010563324661556	0.12368151271746164	0.3712730886115655	1.0	1.0	-7687.335339058869	0.0	-20.61739896503686
55000	-7704.891534001939	-17.87215512686988	-7687.019378875069	0.24584016132997283	2.4743889366680327	0.7484219805491721	1.9456768889883058	0.25228597844962164	0.24448195105758788	0.12075191621322165	0.38248015427956883	1.0	1.0	-7687.019378875069	0.0	-18.110229545419738
56000	-7701.632573006674	-19.895161544774307	-7681.7374114619	0.26010139135884247	2.4279405793753424	1.184653689705257	2.223556041474138	0.2419931806713368	0.24082489945987176	0.12281253129736927	0.39436938857142223	1.0	1.0	-7681.7374114619	0.0	-19.56336624311395
57000	-7702.306608288564	-19.43256882063644	-7682.874039467928	0.2660933793600202	2.567924680386562	0.8121381770440217	2.229754256707003	0.24960710576373896	0.23939878082156796	0.11488357919072457	0.3961105342239686	1.0	1.0	-7682.874039467928	0.0	-19.475880561291902
58000	-7701.6410467977985	-17.73993525031987	-7683.901111547479	0.2525460649572805	2.423420163040095	0.6877535452389446	1.9976705910793549	0.24801942254165513	0.2342657452048842	0.12049212050086758	0.39722271175259316	1.0	1.0	-7683.901111547479	0.0	-18.04159549391725
59000	-7705.026001530777	-18.17823672529989	-7686.847764805477	0.25367327969517406	2.4599986713462383	0.8397424970611573	1.8956266349097282	0.24244703604663742	0.23130031005040488	0.12208775008734309	0.4041649038156147	1.0	1.0	-7686.847764805477	0.0	-18.32144876447516
60000	-7706.100217940885	-18.234407599917724	-7687.865810340967	0.27312019351388905	2.5202215859982173	0.9078063875691141	2.1347994507413808	0.24986337172353335	0.22457815035010517	0.12173133537745588	0.40382714254890567	1.0	1.0	-7687.865810340967	0.0	-18.203753629756896
61000	-7706.189435344901	-19.412318944897255	-7686.777116400003	0.25990251443378426	2.5880094398573945	0.9078627156191202	2.0075044489011087	0.24496111514666666	0.2339853297059801	0.11888322426882006	0.4021703308785332	1.0	1.0	-7686.777116400003	0.0	-19.43236629995456
62000	-7701.005252933098	-19.401352523987274	-7681.603900409111	0.24891403831315032	2.492872457093348	0.6095729646988675	2.136767094042366	0.22494905445300212	0.24500366711323138	0.12074096593942615	0.40930631249434035	1.0	1.0	-7681.603900409111	0.0	-19.768191946834484
63000	-7707.792306478315	-18.033271094551186	-7689.759035383764	0.260315843460599	2.536955940611751	0.6887743529187237	2.1114803498194332	0.2203712547996541	0.24958146676657939	0.11383228938653488	0.41621498904723164	1.0	1.0	-7689.759035383764	0.0	-18.287980856431535
64000	-7700.610396093408	-19.24268736557865	-7681.367708727829	0.253193695040684	2.4673057142654553	1.0498161026922805	1.9906086309901667	0.22099856451934538	0.25695175681425114	0.11212136117259285	0.4099283174938107	1.0	1.0	-7681.367708727829	0.0	-19.12424710944009
65000	-7697.736544774182	-18.124283247563532	-7679.612261526619	0.2415398899706541	2.451463345895118	0.6368813788996189	2.091343045768647	0.22023417747442245	0.2504801822004853	0.11622619819362033	0.413059442131472	1.0	1.0	-7679.612261526619	0.0	-18.465327482329318
66000	-7713.779389061749	-19.248407669435956	-7694.530981392312	0.2757267526472995	2.6398047646505747	0.7931850974638596	2.1273836290149424	0.2142014066839816	0.24171093169793118	0.11622619819362033	0.4278614634244669	1.0	1.0	-7694.530981392312	0.0	-19.355666043229032
67000	-7709.269690116081	-19.19325593405021	-7690.07643418203	0.2609715196190266	2.5692753309929723	0.8401479489345617	1.8737825537699095	0.20838951001608663	0.24484858980116486	0.12231061502062439	0.42445128516212416	1.0	1.0	-7690.07643418203	0.0	-19.344858840352284
68000	-7709.765771206014	-19.155365886406557	-7690.610405319607	0.26739386010589167	2.5563462650486444	0.8600094102556146	1.9683635312940206	0.21171632357740414	0.24472321591026827	0.11330115061462669	0.430259309897701	1.0	1.0	-7690.610405319607	0.0	-19.245309284302756
69000	-7713.349287782176	-21.10845226483526	-7692.240835517341	0.2881346885483766	2.662682575494255	1.1274381134877973	2.0862138751268233	0.21957876873813806	0.24472321591026827	0.10543870545389276	0.430259309897701	1.0	1.0	-7692.240835517341	0.0	-20.880418336703826
70000	-7706.519941816142	-18.880089322245023	-7687.639852493897	0.26379112297191515	2.5588866209521317	0.7855348558201886	2.1270933570408794	0.21948609470568323	0.2349107302974098	0.11927171920893942	0.4263314557879676	1.0	1.0	-7687.639852493897	0.0	-18.99715451727655
71000	-7706.001017691168	-18.848456476660623	-7687.152561214508	0.2613498440359372	2.467021966606237	0.9415252742885581	2.183711003454282	0.23365823968471736	0.22828486528873648	0.11268949563603478	0.42536739939051144	1.0	1.0	-7687.152561214508	0.0	-18.76201830863222
72000	-7701.011235375621	-19.37925804444765	-7681.631977331173	0.26386271603425093	2.5987687217615743	0.7215607301972723	2.0063150592938612	0.24148960866469704	0.2342413502388736	0.1306673357557664	0.393601705340663	1.0	1.0	-7681.631977331173	0.0	-19.629459593535106
73000	-7710.271774850412	-22.201188473845775	-7688.070586376566	0.2770253364832038	2.6829334608355264	0.5509470114672199	1.963913792800448	0.2504173456262444	0.2496378702006785	0.10915919446173868	0.39078558971133853	1.0	1.0	-7688.070586376566	0.0	-22.73823056212212
74000	-7707.75498448697	-18.763500406623862	-7688.991484080346	0.26979830327879806	2.5459608277417143	0.6864303045005118	1.941260318014483	0.2512192061500781	0.23811779348895273	0.10713859259853228	0.40352440776243703	1.0	1.0	-7688.991484080346	0.0	-19.089821618945248
75000	-7706.18888317625	-18.93075768121437	-7687.2581254950355	0.26869214871787694	2.5500216316860023	0.9697487016153751	2.0121737390065584	0.2353331221430514	0.24583738608441222	0.11289052955048988	0.4059389622220467	1.0	1.0	-7687.2581254950355	0.0	-18.882986975918847
76000	-7699.712410564075	-17.78250514958704	-7681.929905414488	0.251686444304672	2.447122667167807	0.6849748622478121	1.9427209738193711	0.22623423605106535	0.24963454574356975	0.12070511659885468	0.40342610160651043	1.0	1.0	-7681.929905414488	0.0	-18.11035865414636
77000	-7705.51896342461	-21.2076425696202	-7684.311320854989	0.27338102261306196	2.5965701817474325	1.2529904722504528	2.0742227867573373	0.2408040102701604	0.2430114101345659	0.12034983101742322	0.3958347485778506	1.0	1.0	-7684.311320854989	0.0	-20.87880085598797
78000	-7702.031121278119	-17.932103072287074	-7684.099018205832	0.2837267709013245	2.57102748546074	0.751004439559325	2.204990938399605	0.2412634382637087	0.2354100070033841	0.1145177221416763	0.408808832591231	1.0	1.0	-7684.099018205832	0.0	-18.063385830850795
79000	-7703.599364059841	-22.285175003418924	-7681.314189056422	0.28021833781788336	2.5726180077486456	1.4411944297367933	2.00344505945041	0.24200035950438037	0.24297628517016268	0.11551411976473465	0.39950923556072243	1.0	1.0	-7681.314189056422	0.0	-21.844718197522415
80000	-7695.475862527564	-18.95291243567025	-7676.522950091893	0.2516523766871477	2.4678745283037653	0.9935217785235291	1.8942104175964976	0.23792819277338284	0.2460098333017685	0.1156931477122749	0.4003688262125739	1.0	1.0	-7676.522950091893	0.0	-18.92853857243694
81000	-7710.025040935312	-19.130517719469257	-7690.894523215843	0.2779184757653788	2.544929082683451	0.9193738986593086	2.0567972280963196	0.24354319644956574	0.23009402051556438	0.11806800344344773	0.4082947795914223	1.0	1.0	-7690.894523215843	0.0	-19.118225122525203
82000	-7704.691781268815	-20.868426185551115	-7683.823355083264	0.26373631099573813	2.529546871778551	1.2489650421116818	2.0755828614848455	0.24774065070033455	0.23373553781218723	0.11797042062320687	0.4005533908642715	1.0	1.0	-7683.823355083264	0.0	-20.542260117747663
83000	-7701.981873931075	-18.973680079531853	-7683.008193851543	0.2848678630542436	2.5826811343255143	1.000276634499118	2.196083749655879	0.23345159074527383	0.24980850854995842	0.11592111459432944	0.4008187861104384	1.0	1.0	-7683.008193851543	0.0	-18.821842880119295
84000	-7701.546358305509	-18.568844407624816	-7682.977513897884	0.25901758150277243	2.5131164602590874	0.6410029949030451	2.106059211043524	0.24665417748175483	0.23317505327232682	0.10722708424109058	0.4129436850048279	1.0	1.0	-7682.977513897884	0.0	-18.897586786857964
85000	-7696.364447665883	-18.328900739276975	-7678.035546926606	0.24701402162696873	2.4478147168175757	0.6806934654572789	1.9337011699122069	0.24586783563251635	0.2319815491439096	0.11647406982724755	0.4056765453963267	1.0	1.0	-7678.035546926606	0.0	-18.666670594984545
86000	-7702.652693888898	-18.444092831097407	-7684.2086010578005	0.26086657799956836	2.5218155957015633	0.6373288412216003	2.135265178256053	0.23983850250120323	0.22879396928162132	0.12763203820553262	0.40373549001164294	1.0	1.0	-7684.2086010578005	0.0	-18.766999812227596
87000	-7704.158582344111	-19.433380860444903	-7684.725201483666	0.2349891210954187	2.466364044645716	0.9902219463156693	2.2598653521273806	0.24769496544668046	0.22879396928162132	0.11765817455483801	0.4058528907168603	1.0	1.0	-7684.725201483666	0.0	-19.26666329494219
88000	-7703.618560522839	-19.23313410622712	-7684.385426416612	0.24925963476144108	2.5454531898494084	0.7432313371725894	1.9380623719316137	0.26559244768220575	0.22160108912164597	0.11886203048178441	0.393944432714364	1.0	1.0	-7684.385426416612	0.0	-19.481245269402617
89000	-7700.226430721368	-18.803519235918447	-7681.42291148545	0.2592080290055195	2.5473603372325355	0.8063381974374506	2.0081852194926957	0.26365384933457925	0.22574100156958513	0.12283743878400481	0.38776771031183094	1.0	1.0	-7681.42291148545	0.0	-18.9418831903994
90000	-7705.518047220004	-18.74148783147881	-7686.776559388525	0.2602872434225757	2.4941427309791226	0.6581771324001076	2.108268291104753	0.25451637864857346	0.23988804022624505	0.11410579100792217	0.39148979011725943	1.0	1.0	-7686.776559388525	0.0	-19.042912743401768
91000	-7699.626444520999	-19.79838674888081	-7679.828057772118	0.26205680410910165	2.588276608567113	0.7266492625131173	2.255780695202212	0.2471867721164263	0.22970284204482858	0.11410579100792217	0.409004594830823	1.0	1.0	-7679.828057772118	0.0	-19.942748593935885
92000	-7696.692093466179	-17.532085668053913	-7679.160007798126	0.26541410756102213	2.519883097288578	0.7953670631828849	1.9879855244704032	0.24861920629290776	0.23576736375789825	0.11690338852745827	0.3987100414217357	1.0	1.0	-7679.160007798126	0.0	-17.692267101844436
93000	-7706.411116678307	-19.316726100912188	-7687.094390577395	0.2635459126435582	2.6067647607660223	0.8908076797706155	1.8242604718858317	0.23724620944941094	0.2328851000891129	0.12421657285132544	0.40565211761015074	1.0	1.0	-7687.094390577395	0.0	-19.429955801633326
94000	-7704.303691592385	-18.75149849596844	-7685.552193096417	0.2452003710109839	2.4866666884755593	0.6400080008217015	2.0476618627704783	0.23724620944941094	0.23380054886319934	0.12249033531753285	0.40646290636985694	1.0	1.0	-7685.552193096417	0.0	-19.10506879377539
95000	-7697.3181210959865	-19.234161377791303	-7678.083959718195	0.270001298380196	2.5577439022239727	0.9887846886822755	1.9432064444327244	0.24154630102313132	0.23380054886319934	0.12290842104570032	0.4017447290679691	1.0	1.0	-7678.083959718195	0.0	-19.194724255562114
96000	-7711.472866242873	-19.71886885545288	-7691.753997387421	0.25048896350806854	2.5376059939325653	0.6466494667609295	2.0108713245556027	0.23859439028612303	0.24275520018727445	0.12264385797892681	0.3960065515476758	1.0	1.0	-7691.753997387421	0.0	-20.076853454535893
97000	-7698.165950969716	-17.43448655355509	-7680.731464416161	0.2625974211026469	2.467235525165279	0.733385224759056	1.884260765070513	0.2414230707973502	0.25636679122326705	0.11906690254806479	0.38314323543131806	1.0	1.0	-7680.731464416161	0.0	-17.717737755700526
98000	-7695.653464840485	-17.480824653860285	-7678.172640186624	0.2585262099959685	2.4541549759055927	0.752476906413218	1.9897334007594045	0.24112075730483473	0.25296966791732395	0.1170373755728893	0.38887219920495214	1.0	1.0	-7678.172640186624	0.0	-17.695736402164528
99000	-7702.145525680562	-19.493509453872978	-7682.652016226689	0.2889446228536303	2.61470507726771	0.98901005161476	1.9047599321319544	0.25337511615281616	0.24353483067866022	0.11097412331220058	0.3921159298563232	1.0	1.0	-7682.652016226689	0.0	-19.469407187986576
100000	-7700.533914963625	-18.32675120432534	-7682.207163759299	0.2739772091724527	2.5194565664893	0.8652347968340652	1.9089910563157904	0.2569879158929092	0.24128703899788528	0.10960911525288244	0.3921159298563232	1.0	1.0	-7682.207163759299	0.0	-18.434637111299303
101000	-7702.08027807272	-19.9021603091787	-7682.178117763541	0.2639507774788144	2.5652060709840527	0.987593058377821	2.1617403842467624	0.2561175063204363	0.2531707007237005	0.10952421230743609	0.3811875806484273	1.0	1.0	-7682.178117763541	0.0	-19.776614832878327
